Pitch,Speed,Mass
89.8633923895862,10.065568198734939,2790.000244140625
89.86337552663011,10.09665972942954,2790.000244140625
89.86336445143326,10.127751322583414,2790.000244140625
89.863348745055,10.158842976556208,2790.000244140625
89.86335280005633,10.189934693441762,2790.000244140625
89.86335362813162,10.221026472938878,2790.000244140625
89.8633448350606,10.252118314503292,2790.000244140625
89.86334740692065,10.283210217570238,2790.000244140625
89.86335590252648,10.314302184154649,2790.000244140625
89.86336364358321,10.345394214413508,2790.000244140625
89.86337369754692,10.376486305445482,2790.000244140625
89.86338754212845,10.407578461563439,2790.000244140625
89.8633954689822,10.438670680669828,2790.000244140625
89.86340500970537,10.469762963026076,2790.000244140625
89.86341493978189,10.500855308317364,2790.000244140625
89.86342196977303,10.531947716132336,2790.000244140625
89.86343676100195,10.56304018957002,2790.000244140625
89.86344635069187,10.59413272590038,2790.000244140625
89.86345108094451,10.625225326975391,2790.000244140625
89.86345559423907,10.656317995102444,2790.000244140625
89.86346041667858,10.687410724968691,2790.000244140625
89.86346042959029,10.718503519630303,2790.000244140625
89.86346117771379,10.749596379050034,2790.000244140625
89.86346439506642,10.780689302860125,2790.000244140625
89.86346064963612,10.811782296318134,2790.000244140625
89.86345187085797,10.842875354869426,2790.000244140625
89.86345106818887,10.873968478450445,2790.000244140625
89.8634427531842,10.905061667692886,2790.000244140625
89.86343559442865,10.936154923596575,2790.000244140625
89.86343173728274,10.967248245312662,2790.000244140625
89.86342473306269,10.998341633955437,2790.000244140625
89.86341639288196,11.02943508945982,2790.000244140625
89.86340982146788,11.060528609615144,2790.000244140625
89.86339613905194,11.091622198785318,2790.000244140625
89.8633941621734,11.122715855941255,2790.000244140625
89.8633917398728,11.153809579490392,2790.000244140625
89.863383641057,11.184903371790792,2790.000244140625
89.86338032246114,11.215997230546025,2790.000244140625
89.86338397860155,11.247091161625647,2790.000244140625
89.86338299114355,11.278185157198946,2790.000244140625
89.86338656702083,11.309279222986639,2790.000244140625
89.86338817052314,11.340373359566582,2790.000244140625
89.86338778165799,11.371467562904682,2790.000244140625
89.86339250301243,11.402561836714668,2790.000244140625
89.86340508884037,11.433656180371434,2790.000244140625
89.86341102710719,11.464750591194818,2790.000244140625
89.86341135115423,11.495845072291862,2790.000244140625
89.86341764176412,11.52693962374708,2790.000244140625
89.86341921467418,11.558034246060544,2790.000244140625
89.86342325489535,11.589128939180512,2790.000244140625
89.86342168106191,11.620223700958745,2790.000244140625
89.86342471970862,11.65131853353246,2790.000244140625
89.86342841975163,11.68241343684777,2790.000244140625
89.86343360582927,11.713508410890352,2790.000244140625
89.86343846250276,11.744603455750841,2790.000244140625
89.86343688907279,11.775698572622979,2790.000244140625
89.86343516111357,11.806793760386013,2790.000244140625
89.86343599286076,11.837889019926415,2790.000244140625
89.86343229273496,11.868984353939958,2790.000244140625
89.86342682866321,11.900079759323281,2790.000244140625
89.86342413053272,11.931175235825517,2790.000244140625
89.86342271223606,11.96227078437472,2790.000244140625
89.86341532774127,11.993366405336095,2790.000244140625
89.86341441636517,12.02446209856544,2790.000244140625
89.86340476122706,12.055557866273844,2790.000244140625
89.86340656410206,12.086653707731418,2790.000244140625
89.8634065805974,12.117749623851246,2790.000244140625
89.86340706101088,12.148845615051936,2790.000244140625
89.86340768955245,12.17994167702893,2790.000244140625
89.86340801552882,12.211037812867541,2790.000244140625
89.86341074642836,12.242134024336531,2790.000244140625
89.86341138180852,12.273230310817228,2790.000244140625
89.86341127540067,12.304326669929349,2790.000244140625
89.86341129248596,12.335423104097886,2790.000244140625
89.8634132078508,12.366519614063394,2790.000244140625
89.86341322511738,12.397616199327695,2790.000244140625
89.86340711864169,12.428712861278923,2790.000244140625
89.8634137419828,12.459809597945112,2790.000244140625
89.86341406873744,12.490906409551865,2790.000244140625
89.86341342506894,12.522003295283449,2790.000244140625
89.86341569300508,12.553100257939532,2790.000244140625
89.8634211910047,12.584197298919344,2790.000244140625
89.86341591447152,12.615294414412151,2790.000244140625
89.86341306374305,12.64639160679882,2790.000244140625
89.86341595049686,12.677488875616149,2790.000244140625
89.8634198286412,12.708586222602626,2790.000244140625
89.86341747296358,12.739683647591956,2790.000244140625
89.86341715097397,12.770781148749462,2790.000244140625
89.86341561146692,12.801878728558655,2790.000244140625
89.86341948905121,12.832976384741624,2790.000244140625
89.86341760938689,12.864074119533,2790.000244140625
89.86341511755651,12.895171932405361,2790.000244140625
89.86341226729539,12.926269821669703,2790.000244140625
89.86340737630363,12.957367792688132,2790.000244140625
89.86340913890388,12.98846584104681,2790.000244140625
89.86341222449073,13.019563970059396,2790.000244140625
89.86341236711837,13.050662177730377,2790.000244140625
89.86341463676467,13.081760464726777,2790.000244140625
89.86341465608612,13.112858830650323,2790.000244140625
89.86342567720402,13.175055804313395,2790.000244140625
89.86342124986194,13.20615441030138,2790.000244140625
89.8634267923435,13.237253097380114,2790.000244140625
89.86342454131368,13.268351864357248,2790.000244140625
89.8634249198033,13.299450711695698,2790.000244140625
89.86342671451473,13.330549639537631,2790.000244140625
89.8634257328642,13.36164865019975,2790.000244140625
89.8634257732478,13.423846910987312,2790.000244140625
89.86343208946923,13.454946165371137,2790.000244140625
89.86343318573122,13.486045499949938,2790.000244140625
89.86343300296555,13.517144918975825,2790.000244140625
