Pitch,Speed,Mass
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338767898918,11.122716014127072,2790.000244140625
89.86338615054291,11.153809740392843,2790.000244140625
89.86338576868437,11.184903533835529,2790.000244140625
89.8633881878873,11.215997395804827,2790.000244140625
89.86338820211206,11.247091322169801,2790.000244140625
89.86339092753911,11.278185320383315,2790.000244140625
